PetId,EnrollDate,CancelDate,Species,Breed,AgeAtEnroll
8133,2009-12-29,,Cat,Ragdoll,8 weeks to 12 months old
8134,2012-01-06,,Dog,Golden Retriever,8 weeks to 12 months old
8135,2018-03-28,,Cat,Mixed Breed,13 years old
8136,2013-05-08,2018-05-09,Dog,Mixed Breed,4 years old
8137,2018-04-23,2018-06-14,Dog,Mixed Breed,1 year old
8138,2018-08-31,,Cat,Mixed Breed,4 years old
8139,2013-07-06,2015-08-27,Dog,Mixed Breed,4 years old
8140,2019-01-16,,Cat,Mixed Breed,8 weeks to 12 months old
8141,2012-10-03,2013-03-08,Cat,Mixed Breed,3 years old
8142,2016-12-19,2017-01-23,Dog,Mixed Breed,8 weeks to 12 months old
8143,2012-09-03,2013-12-02,Dog,Chihuahua,8 weeks to 12 months old
8144,2013-01-19,2014-01-23,Dog,Great Dane,2 years old
8145,2017-01-04,2017-01-06,Dog,Chihuahua,2 years old
8146,2018-05-08,,Cat,Mixed Breed,8 weeks to 12 months old
8147,2017-04-21,2017-07-25,Cat,Mixed Breed,8 weeks to 12 months old
8148,2016-06-02,2016-06-03,Cat,Mixed Breed,2 years old
8149,2013-05-02,2014-11-24,Cat,Mixed Breed,10 years old
8150,2015-01-21,,Dog,Mixed Breed,8 weeks to 12 months old
8151,2010-05-16,2011-05-11,Dog,Mixed Breed,9 years old
8152,2014-01-30,,Dog,Mixed Breed,8 years old
8153,2018-03-21,,Cat,Mixed Breed,3 years old
8154,2015-04-21,2015-07-20,Cat,Mixed Breed,8 weeks to 12 months old
8155,2011-01-22,2011-12-12,Cat,Mixed Breed,1 year old
8156,2014-09-24,2015-03-20,Cat,Mixed Breed,8 weeks to 12 months old
8157,2017-04-15,,Dog,Mixed Breed,8 years old
8158,2012-05-18,2012-07-12,Cat,Mixed Breed,8 weeks to 12 months old
8159,2016-09-09,2019-01-04,Dog,Golden Retriever,8 weeks to 12 months old
8160,2019-03-15,,Dog,Golden Retriever,8 weeks to 12 months old
8161,2019-10-21,,Cat,Mixed Breed,8 weeks to 12 months old
8162,2016-11-28,,Dog,Mixed Breed,1 year old
8163,2018-06-11,,Cat,Mixed Breed,8 weeks to 12 months old
8164,2014-01-24,2014-08-22,Dog,Mixed Breed,1 year old
8165,2015-06-08,2017-04-19,Dog,Mixed Breed,8 weeks to 12 months old
8166,2012-11-01,2013-12-10,Dog,Mixed Breed,1 year old
8167,2019-02-20,2019-04-10,Cat,Mixed Breed,10 years old
8168,2011-04-16,2014-01-23,Dog,Chihuahua,8 weeks to 12 months old
8169,2013-04-24,,Dog,Golden Retriever,8 weeks to 12 months old
8170,2018-01-16,2018-01-23,Dog,Golden Retriever,8 weeks to 12 months old
8171,2012-07-18,2013-10-12,Cat,Mixed Breed,3 years old
8172,2018-12-28,,Cat,Mixed Breed,8 weeks to 12 months old
8173,2014-04-26,2015-05-18,Cat,Mixed Breed,2 years old
8174,2012-11-11,2015-09-22,Cat,Mixed Breed,3 years old
8175,2015-04-17,,Cat,Mixed Breed,8 weeks to 12 months old
8176,2018-03-15,,Dog,Golden Retriever,5 years old
8177,2013-05-07,2017-01-13,Cat,Ragdoll,2 years old
8178,2019-07-27,,Cat,Mixed Breed,8 weeks to 12 months old
8179,2015-06-24,,Dog,Golden Retriever,8 weeks to 12 months old
8180,2010-10-06,2011-01-31,Dog,Mixed Breed,5 years old
8181,2016-08-15,,Cat,Mixed Breed,10 years old
8182,2014-06-20,2014-07-22,Cat,Mixed Breed,3 years old
8183,2011-12-11,,Dog,Mixed Breed,8 weeks to 12 months old
8184,2018-04-11,,Dog,French Bulldog,8 weeks to 12 months old
8185,2014-03-24,,Cat,Mixed Breed,2 years old
8186,2015-06-18,2015-09-23,Dog,Mixed Breed,3 years old
8187,2019-10-03,,Dog,French Bulldog,8 weeks to 12 months old
8188,2015-04-07,,Dog,Mixed Breed,2 years old
8189,2017-07-10,,Cat,Mixed Breed,8 weeks to 12 months old
8190,2016-11-30,2017-06-16,Cat,Mixed Breed,3 years old
8191,2018-04-08,,Cat,Mixed Breed,2 years old
8192,2013-12-12,,Dog,Mixed Breed,8 weeks to 12 months old
8193,2019-05-09,,Cat,Mixed Breed,8 years old
8194,2019-06-11,,Dog,Mixed Breed,8 weeks to 12 months old
8195,2015-01-26,2015-09-07,Dog,Mixed Breed,8 weeks to 12 months old
8196,2014-10-13,,Dog,Mixed Breed,8 weeks to 12 months old
8197,2015-12-29,2019-06-21,Dog,Mixed Breed,8 weeks to 12 months old
8198,2019-06-15,,Cat,Mixed Breed,8 weeks to 12 months old
8199,2014-09-20,,Dog,Mixed Breed,4 years old
8200,2017-11-29,,Cat,Mixed Breed,3 years old
8201,2018-02-03,,Cat,Mixed Breed,9 years old
8202,2014-12-29,,Dog,Golden Retriever,8 weeks to 12 months old
8203,2018-08-06,,Dog,Chihuahua,8 years old
8204,2019-03-01,2019-10-20,Cat,Mixed Breed,2 years old
8205,2012-10-17,2014-04-15,Cat,Mixed Breed,5 years old
8206,2015-02-19,2016-07-24,Dog,Chihuahua,7 years old
8207,2017-07-20,,Cat,Mixed Breed,4 years old
8208,2013-06-25,2013-07-15,Dog,Golden Retriever,9 years old
8209,2014-11-08,2018-12-26,Dog,Mixed Breed,6 years old
8210,2015-05-07,,Dog,Mixed Breed,8 weeks to 12 months old
8211,2014-07-25,,Dog,Mixed Breed,6 years old
8212,2014-03-25,2018-06-06,Dog,Mixed Breed,3 years old
8213,2015-03-03,2015-03-30,Dog,Great Dane,3 years old
8214,2019-10-22,,Cat,Mixed Breed,7 years old
8215,2014-04-20,2014-06-09,Dog,Mixed Breed,6 years old
8216,2013-05-09,2016-06-09,Dog,Golden Retriever,1 year old
8217,2016-04-09,2017-03-06,Dog,Mixed Breed,8 weeks to 12 months old
8218,2017-06-26,2018-06-27,Cat,Mixed Breed,3 years old
8219,2014-07-18,2017-04-30,Cat,Mixed Breed,4 years old
8220,2013-05-01,,Dog,Mixed Breed,8 weeks to 12 months old
8221,2019-06-17,2019-09-02,Dog,French Bulldog,8 weeks to 12 months old
8222,2017-01-24,2018-11-21,Dog,Golden Retriever,4 years old
8223,2016-05-05,,Cat,Mixed Breed,1 year old
8224,2016-03-29,,Cat,Mixed Breed,10 years old
8225,2019-05-17,2019-06-26,Cat,Mixed Breed,8 weeks to 12 months old
8226,2014-08-05,,Cat,Mixed Breed,2 years old
8227,2011-10-06,,Dog,Mixed Breed,1 year old
8228,2014-10-09,2018-05-04,Dog,Mixed Breed,1 year old
8229,2019-03-22,2019-05-27,Dog,Mixed Breed,8 weeks to 12 months old
8230,2019-10-29,2019-10-29,Cat,Mixed Breed,8 weeks to 12 months old
8231,2016-01-22,2017-01-03,Dog,Mixed Breed,8 weeks to 12 months old
8232,2011-08-11,,Dog,Mixed Breed,8 weeks to 12 months old
8233,2015-02-20,2019-01-16,Dog,Mixed Breed,8 weeks to 12 months old
8234,2013-08-07,2019-04-17,Dog,Golden Retriever,8 weeks to 12 months old
8235,2016-05-12,,Cat,Mixed Breed,8 weeks to 12 months old
8236,2017-10-02,2019-04-01,Cat,Mixed Breed,8 weeks to 12 months old
8237,2014-06-16,,Cat,Mixed Breed,8 weeks to 12 months old
8238,2014-01-01,2016-01-12,Cat,Ragdoll,8 weeks to 12 months old
8239,2016-07-06,2016-12-21,Cat,Mixed Breed,2 years old
8240,2018-12-23,2019-04-30,Cat,Mixed Breed,8 weeks to 12 months old
8241,2014-05-26,2016-04-19,Cat,Mixed Breed,2 years old
8242,2016-03-03,2016-03-03,Dog,Mixed Breed,1 year old
8243,2012-03-18,2013-07-25,Dog,Great Dane,8 years old
8244,2016-10-05,,Cat,Mixed Breed,2 years old
8245,2019-10-27,,Cat,Mixed Breed,8 weeks to 12 months old
8246,2012-07-24,2017-01-02,Dog,Mixed Breed,8 weeks to 12 months old
8247,2018-07-10,2018-08-08,Dog,French Bulldog,8 weeks to 12 months old
8248,2016-06-14,,Dog,Mixed Breed,8 weeks to 12 months old
8249,2015-07-03,2015-10-08,Dog,Mixed Breed,3 years old
8250,2015-01-26,2019-03-25,Dog,Mixed Breed,6 years old
8251,2015-08-31,,Dog,Mixed Breed,8 weeks to 12 months old
8252,2013-11-15,,Cat,Mixed Breed,8 weeks to 12 months old
8253,2012-12-17,2012-12-17,Cat,Mixed Breed,6 years old
8254,2014-05-20,2014-09-30,Cat,Mixed Breed,2 years old
8255,2016-09-03,,Cat,Mixed Breed,8 weeks to 12 months old
8256,2016-01-02,2016-02-22,Cat,Mixed Breed,9 years old
8257,2013-10-08,2017-03-15,Cat,Mixed Breed,13 years old
8258,2015-06-20,2018-06-13,Dog,Mixed Breed,8 weeks to 12 months old
8259,2016-01-20,,Dog,Mixed Breed,8 weeks to 12 months old
8260,2017-08-21,,Dog,Chihuahua,8 weeks to 12 months old
8261,2015-10-26,2018-09-20,Dog,French Bulldog,8 weeks to 12 months old
8262,2016-05-12,2017-04-12,Dog,French Bulldog,8 weeks to 12 months old
8263,2015-03-17,,Dog,Mixed Breed,1 year old
8264,2015-09-07,2017-04-03,Dog,Mixed Breed,8 weeks to 12 months old
8265,2013-01-26,,Cat,Mixed Breed,11 years old
8266,2019-01-06,,Cat,Mixed Breed,4 years old
8267,2013-05-08,,Cat,Ragdoll,8 weeks to 12 months old
8268,2015-03-09,2015-09-14,Cat,Mixed Breed,5 years old
8269,2013-09-26,,Dog,Chihuahua,1 year old
8270,2013-08-16,,Cat,Mixed Breed,8 weeks to 12 months old
8271,2013-09-17,2017-07-15,Dog,Mixed Breed,8 weeks to 12 months old
8272,2011-05-11,2014-09-15,Dog,Mixed Breed,6 years old
8273,2019-10-04,,Cat,Mixed Breed,8 weeks to 12 months old
8274,2010-09-24,2013-05-21,Cat,Mixed Breed,8 weeks to 12 months old
8275,2014-01-23,2015-01-28,Dog,Chihuahua,8 weeks to 12 months old
8276,2010-06-08,,Dog,Mixed Breed,4 years old
8277,2018-10-28,,Cat,Mixed Breed,1 year old
8278,2015-09-22,2016-12-21,Dog,Mixed Breed,8 weeks to 12 months old
8279,2013-08-04,,Cat,Mixed Breed,1 year old
8280,2012-06-01,2019-04-10,Dog,Mixed Breed,8 weeks to 12 months old
8281,2013-04-16,2016-05-05,Dog,Mixed Breed,7 years old
8282,2015-02-18,2015-12-04,Dog,Chihuahua,7 years old
8283,2019-05-20,,Dog,Mixed Breed,3 years old
8284,2013-12-09,,Dog,Mixed Breed,8 weeks to 12 months old
8285,2014-02-01,2018-01-01,Dog,Mixed Breed,8 weeks to 12 months old
8286,2016-04-16,,Dog,Great Dane,8 weeks to 12 months old
8287,2015-06-19,,Dog,Golden Retriever,8 weeks to 12 months old
8288,2013-08-23,,Dog,Mixed Breed,8 weeks to 12 months old
8289,2010-06-22,,Cat,Mixed Breed,8 weeks to 12 months old
8290,2014-06-01,2016-04-12,Dog,Mixed Breed,8 weeks to 12 months old
8291,2017-11-15,,Dog,Golden Retriever,8 weeks to 12 months old
8292,2019-04-11,,Dog,Chihuahua,8 weeks to 12 months old
8293,2011-05-08,2011-09-29,Dog,Great Dane,8 weeks to 12 months old
8294,2014-07-07,2015-01-29,Cat,Mixed Breed,1 year old
8295,2015-07-28,2015-08-24,Cat,Mixed Breed,8 weeks to 12 months old
8296,2014-12-06,,Dog,Chihuahua,8 weeks to 12 months old
8297,2013-07-07,,Cat,Mixed Breed,8 weeks to 12 months old
8298,2013-03-19,,Dog,Mixed Breed,2 years old
8299,2015-03-27,,Cat,Mixed Breed,8 years old
8300,2014-09-21,2017-11-27,Dog,Mixed Breed,10 years old
8301,2014-10-13,2017-09-21,Dog,Mixed Breed,2 years old
8302,2012-02-13,2012-12-21,Cat,Mixed Breed,1 year old
8303,2016-06-06,,Dog,Mixed Breed,3 years old
8304,2013-02-19,,Dog,Mixed Breed,8 weeks to 12 months old
8305,2011-09-07,2012-08-24,Dog,Mixed Breed,4 years old
8306,2012-09-03,2015-09-29,Dog,Mixed Breed,8 weeks to 12 months old
8307,2015-07-02,2017-06-30,Dog,Mixed Breed,7 years old
8308,2014-03-26,,Dog,Mixed Breed,1 year old
8309,2014-11-04,,Dog,Mixed Breed,8 weeks to 12 months old
8310,2013-12-20,2016-01-20,Dog,Mixed Breed,3 years old
8311,2017-04-11,,Cat,Ragdoll,8 weeks to 12 months old
8312,2019-03-06,,Cat,Mixed Breed,8 weeks to 12 months old
8313,2010-07-29,2011-04-19,Dog,Great Dane,8 weeks to 12 months old
8314,2017-08-26,,Dog,Chihuahua,10 years old
8315,2019-10-07,2019-10-14,Dog,Great Dane,6 years old
8316,2016-11-23,,Dog,Mixed Breed,8 weeks to 12 months old
8317,2014-08-03,,Dog,Mixed Breed,8 weeks to 12 months old
8318,2015-10-20,2019-07-16,Dog,Mixed Breed,8 weeks to 12 months old
8319,2015-06-05,2015-10-05,Cat,Mixed Breed,8 weeks to 12 months old
8320,2014-12-11,2015-01-14,Dog,Chihuahua,5 years old
8321,2014-11-26,,Cat,Mixed Breed,10 years old
8322,2014-12-22,2015-03-07,Cat,Mixed Breed,7 years old
8323,2013-09-13,2016-11-17,Dog,Golden Retriever,1 year old
8324,2012-02-29,,Dog,Golden Retriever,8 weeks to 12 months old
8325,2016-06-04,,Cat,Mixed Breed,8 weeks to 12 months old
8326,2013-01-13,,Dog,Golden Retriever,3 years old
8327,2018-07-07,,Dog,Chihuahua,7 years old
8328,2015-12-31,2016-12-16,Dog,Mixed Breed,1 year old
8329,2009-12-13,,Dog,Mixed Breed,8 weeks to 12 months old
8330,2018-10-16,,Cat,Mixed Breed,3 years old
8331,2018-07-28,,Cat,Mixed Breed,8 weeks to 12 months old
8332,2017-04-28,,Cat,Mixed Breed,10 years old
8333,2018-06-15,2018-09-21,Cat,Mixed Breed,8 weeks to 12 months old
8334,2010-02-09,2012-12-28,Dog,Great Dane,8 weeks to 12 months old
8335,2014-05-17,,Cat,Mixed Breed,1 year old
8336,2019-01-23,,Dog,Golden Retriever,1 year old
8337,2011-05-02,,Dog,Mixed Breed,8 weeks to 12 months old
8338,2014-03-20,2016-07-07,Cat,Mixed Breed,10 years old
8339,2012-06-10,2013-07-03,Cat,Mixed Breed,3 years old
8340,2016-02-05,2019-03-14,Dog,Mixed Breed,4 years old
8341,2017-05-31,,Dog,Golden Retriever,8 weeks to 12 months old
8342,2015-05-14,2015-06-11,Cat,Mixed Breed,1 year old
8343,2013-03-19,2016-09-22,Dog,Golden Retriever,8 weeks to 12 months old
8344,2013-12-11,2014-02-06,Dog,Great Dane,8 weeks to 12 months old
8345,2015-12-16,,Dog,Mixed Breed,5 years old
8346,2012-08-19,,Dog,Mixed Breed,3 years old
8347,2014-04-15,2016-10-20,Cat,Mixed Breed,8 weeks to 12 months old
8348,2019-07-25,,Dog,Golden Retriever,0-7 weeks old
8349,2019-11-21,,Dog,Golden Retriever,2 years old
8350,2016-08-22,,Dog,Mixed Breed,8 years old
8351,2015-12-20,2016-12-21,Cat,Mixed Breed,2 years old
8352,2016-09-21,,Dog,Mixed Breed,8 weeks to 12 months old
8353,2016-10-24,2018-12-05,Dog,Mixed Breed,7 years old
8354,2019-06-27,,Dog,Golden Retriever,2 years old
8355,2019-11-24,,Cat,Mixed Breed,8 weeks to 12 months old
8356,2011-01-26,2011-10-21,Dog,Mixed Breed,8 weeks to 12 months old
8357,2015-01-12,2019-01-08,Dog,Mixed Breed,8 weeks to 12 months old
8358,2013-06-28,,Dog,Mixed Breed,4 years old
8359,2015-08-11,2016-06-28,Cat,Mixed Breed,2 years old
8360,2011-11-11,2013-04-02,Dog,Mixed Breed,8 weeks to 12 months old
8361,2018-10-22,,Cat,Mixed Breed,1 year old
8362,2018-08-16,,Cat,Mixed Breed,1 year old
8363,2012-08-01,2014-01-10,Cat,Mixed Breed,8 years old
8364,2018-04-27,,Cat,Mixed Breed,8 weeks to 12 months old
8365,2018-11-20,,Cat,Mixed Breed,8 weeks to 12 months old
8366,2015-05-08,,Dog,Mixed Breed,3 years old
8367,2016-06-06,,Cat,Mixed Breed,12 years old
8368,2015-06-09,,Cat,Mixed Breed,3 years old
8369,2014-05-30,2019-02-15,Cat,Mixed Breed,10 years old
8370,2016-02-08,,Dog,Chihuahua,8 weeks to 12 months old
8371,2017-09-25,2018-10-09,Cat,Mixed Breed,1 year old
8372,2019-10-21,,Cat,Mixed Breed,8 years old
8373,2017-09-04,2017-09-19,Cat,Mixed Breed,8 weeks to 12 months old
8374,2016-04-15,,Dog,Chihuahua,6 years old
8375,2014-07-22,,Dog,Mixed Breed,8 weeks to 12 months old
8376,2016-03-10,2016-12-02,Cat,Mixed Breed,8 weeks to 12 months old
8377,2011-01-14,2012-01-10,Dog,Mixed Breed,8 weeks to 12 months old
8378,2016-07-29,,Dog,Mixed Breed,8 weeks to 12 months old
8379,2018-08-11,,Cat,Mixed Breed,10 years old
8380,2019-10-09,,Dog,Chihuahua,7 years old
8381,2019-10-11,,Dog,Mixed Breed,8 weeks to 12 months old
8382,2012-12-13,,Cat,Mixed Breed,8 weeks to 12 months old
8383,2018-02-04,,Dog,French Bulldog,3 years old
8384,2019-05-29,,Cat,Mixed Breed,10 years old
8385,2013-07-27,2016-08-16,Cat,Mixed Breed,8 weeks to 12 months old
8386,2011-02-25,,Cat,Mixed Breed,1 year old
8387,2018-11-18,,Cat,Mixed Breed,8 weeks to 12 months old
8388,2014-03-21,2018-05-23,Dog,Mixed Breed,8 weeks to 12 months old
8389,2012-05-26,2012-06-08,Dog,Mixed Breed,8 weeks to 12 months old
8390,2015-06-21,,Dog,Golden Retriever,8 weeks to 12 months old
8391,2016-03-20,2017-10-10,Dog,Mixed Breed,8 years old
8392,2015-11-18,,Cat,Mixed Breed,2 years old
8393,2014-06-28,2014-07-22,Dog,Chihuahua,4 years old
8394,2012-11-28,,Cat,Mixed Breed,4 years old
8395,2012-05-10,2012-09-07,Dog,Mixed Breed,2 years old
8396,2015-09-15,2016-02-26,Dog,Mixed Breed,8 weeks to 12 months old
8397,2015-09-18,,Dog,Golden Retriever,1 year old
8398,2017-04-26,2017-07-04,Cat,Mixed Breed,7 years old
8399,2016-08-26,2017-07-10,Cat,Mixed Breed,1 year old
8400,2012-12-20,2018-06-13,Dog,Mixed Breed,1 year old
8401,2011-01-01,2015-11-17,Dog,French Bulldog,8 weeks to 12 months old
8402,2012-02-24,,Dog,Mixed Breed,4 years old
8403,2011-05-12,2011-10-11,Dog,Great Dane,5 years old
8404,2014-12-03,,Dog,Mixed Breed,8 weeks to 12 months old
8405,2016-08-09,,Dog,Mixed Breed,8 weeks to 12 months old
8406,2015-09-14,,Dog,Mixed Breed,1 year old
8407,2014-05-15,2018-01-26,Dog,Mixed Breed,3 years old
8408,2019-07-03,,Cat,Mixed Breed,4 years old
8409,2017-06-20,2017-06-20,Cat,Mixed Breed,2 years old
8410,2014-06-20,,Dog,Mixed Breed,8 weeks to 12 months old
8411,2016-05-17,,Dog,Chihuahua,7 years old
8412,2017-09-13,,Dog,Golden Retriever,3 years old
8413,2015-05-28,2015-07-16,Dog,Mixed Breed,2 years old
8414,2014-10-21,,Cat,Mixed Breed,8 weeks to 12 months old
8415,2014-03-22,2015-10-28,Dog,Mixed Breed,8 weeks to 12 months old
8416,2015-05-05,2018-04-26,Dog,French Bulldog,8 weeks to 12 months old
8417,2018-08-25,,Cat,Mixed Breed,11 years old
8418,2014-01-31,2015-05-13,Dog,Mixed Breed,8 weeks to 12 months old
8419,2016-11-02,2018-01-30,Dog,Mixed Breed,8 weeks to 12 months old
8420,2017-09-02,,Cat,Mixed Breed,5 years old
8421,2019-04-20,,Cat,Mixed Breed,3 years old
8422,2015-01-09,2016-03-14,Cat,Mixed Breed,4 years old
8423,2016-07-13,,Dog,Mixed Breed,8 weeks to 12 months old
8424,2017-08-17,2018-01-15,Dog,Chihuahua,7 years old
8425,2019-07-11,,Cat,Mixed Breed,8 weeks to 12 months old
8426,2017-10-10,,Cat,Mixed Breed,4 years old
8427,2016-02-15,,Cat,Mixed Breed,4 years old
8428,2015-07-01,,Dog,Mixed Breed,1 year old
8429,2014-06-13,,Cat,Mixed Breed,8 weeks to 12 months old
8430,2014-10-14,2016-03-25,Dog,Mixed Breed,3 years old
8431,2016-06-28,,Cat,Mixed Breed,8 weeks to 12 months old
8432,2010-07-07,,Dog,Golden Retriever,8 weeks to 12 months old
8433,2015-08-11,,Dog,Mixed Breed,6 years old
8434,2013-10-18,2013-11-09,Cat,Mixed Breed,8 weeks to 12 months old
8435,2014-07-04,2016-06-17,Dog,Mixed Breed,8 weeks to 12 months old
8436,2016-08-04,2017-07-28,Dog,Mixed Breed,4 years old
8437,2018-06-06,,Dog,Golden Retriever,5 years old
8438,2018-08-31,,Cat,Mixed Breed,8 years old
8439,2019-11-18,,Cat,Mixed Breed,8 weeks to 12 months old
8440,2019-08-05,,Cat,Mixed Breed,8 weeks to 12 months old
8441,2014-06-26,,Dog,Chihuahua,8 weeks to 12 months old
8442,2015-05-15,,Dog,Mixed Breed,1 year old
8443,2017-09-06,2017-12-01,Cat,Mixed Breed,8 weeks to 12 months old
8444,2017-06-14,,Dog,French Bulldog,8 weeks to 12 months old
8445,2018-09-25,2019-05-30,Cat,Mixed Breed,8 weeks to 12 months old
8446,2018-08-06,,Dog,Golden Retriever,8 weeks to 12 months old
8447,2017-11-14,2017-11-15,Cat,Mixed Breed,8 weeks to 12 months old
8448,2014-11-25,,Cat,Mixed Breed,8 weeks to 12 months old
8449,2014-12-01,2016-03-22,Cat,Mixed Breed,9 years old
8450,2018-09-16,2018-09-17,Cat,Mixed Breed,2 years old
8451,2018-06-02,,Dog,Golden Retriever,1 year old
8452,2016-11-16,,Dog,Golden Retriever,8 weeks to 12 months old
8453,2017-05-03,,Cat,Mixed Breed,8 weeks to 12 months old
8454,2015-01-14,2015-02-10,Dog,Mixed Breed,8 weeks to 12 months old
8455,2017-12-11,2018-08-24,Cat,Mixed Breed,8 weeks to 12 months old
8456,2014-10-05,,Dog,Mixed Breed,8 weeks to 12 months old
8457,2018-05-25,,Dog,Chihuahua,2 years old
8458,2014-11-20,2017-05-29,Cat,Mixed Breed,8 weeks to 12 months old
8459,2012-01-05,2012-04-11,Dog,Golden Retriever,8 weeks to 12 months old
8460,2016-09-05,2019-02-19,Cat,Mixed Breed,9 years old
8461,2011-05-26,2016-11-02,Dog,Mixed Breed,3 years old
8462,2019-07-28,,Dog,Chihuahua,5 years old
8463,2011-07-08,2017-05-30,Dog,Mixed Breed,1 year old
8464,2015-03-09,2016-08-25,Cat,Mixed Breed,11 years old
8465,2018-09-10,,Dog,Golden Retriever,8 weeks to 12 months old
8466,2011-09-30,2017-12-26,Dog,Chihuahua,8 weeks to 12 months old
8467,2016-05-20,2016-10-14,Dog,Mixed Breed,13 years old
8468,2012-11-06,,Cat,Mixed Breed,8 weeks to 12 months old
8469,2010-08-29,2019-08-12,Dog,Mixed Breed,8 weeks to 12 months old
8470,2016-12-01,2017-09-28,Dog,Mixed Breed,8 weeks to 12 months old
8471,2010-12-08,2018-11-22,Cat,Mixed Breed,8 weeks to 12 months old
8472,2018-09-29,,Cat,Mixed Breed,8 weeks to 12 months old
8473,2011-08-18,,Dog,Golden Retriever,2 years old
8474,2019-06-19,2019-07-31,Cat,Mixed Breed,8 weeks to 12 months old
8475,2019-04-17,,Dog,Chihuahua,3 years old
8476,2016-05-16,,Dog,Golden Retriever,3 years old
8477,2016-11-30,,Dog,Chihuahua,8 weeks to 12 months old
8478,2012-12-11,2013-06-26,Dog,Mixed Breed,7 years old
8479,2019-03-11,,Cat,Mixed Breed,8 weeks to 12 months old
8480,2018-08-17,2019-01-16,Dog,Golden Retriever,8 weeks to 12 months old
8481,2011-05-20,2013-08-16,Dog,Mixed Breed,8 weeks to 12 months old
8482,2010-09-03,,Dog,Golden Retriever,8 weeks to 12 months old
8483,2012-08-28,2013-10-28,Dog,Chihuahua,1 year old
8484,2019-10-08,,Dog,French Bulldog,8 weeks to 12 months old
8485,2013-07-13,,Dog,Mixed Breed,1 year old
8486,2017-07-04,,Dog,Golden Retriever,8 weeks to 12 months old
8487,2015-10-30,2016-12-17,Dog,Mixed Breed,2 years old
8488,2018-09-22,,Dog,Great Dane,2 years old
8489,2017-09-15,2017-09-20,Cat,Mixed Breed,8 years old
8490,2018-06-16,,Dog,French Bulldog,8 weeks to 12 months old
8491,2018-05-14,,Cat,Mixed Breed,1 year old
8492,2018-01-15,2018-01-26,Cat,Mixed Breed,4 years old
8493,2019-04-05,,Cat,Mixed Breed,8 weeks to 12 months old
8494,2016-12-12,2018-05-15,Dog,Mixed Breed,13 years old
8495,2014-12-23,,Dog,French Bulldog,8 weeks to 12 months old
8496,2013-05-19,2016-07-22,Dog,Mixed Breed,8 weeks to 12 months old
8497,2017-04-19,2018-04-26,Dog,Mixed Breed,1 year old
8498,2017-11-11,2019-07-23,Cat,Mixed Breed,4 years old
8499,2016-08-23,2018-08-06,Dog,Mixed Breed,8 weeks to 12 months old
8500,2016-02-02,2017-02-05,Dog,Mixed Breed,9 years old
8501,2018-02-11,,Dog,Chihuahua,8 weeks to 12 months old
8502,2012-12-24,,Cat,Mixed Breed,1 year old
8503,2014-02-03,2017-07-06,Cat,Mixed Breed,7 years old
8504,2018-06-21,,Cat,Mixed Breed,1 year old
8505,2014-02-13,2016-02-06,Dog,Golden Retriever,6 years old
8506,2017-10-30,2019-07-11,Cat,Mixed Breed,8 weeks to 12 months old
8507,2017-02-07,,Cat,Mixed Breed,8 weeks to 12 months old
8508,2015-01-06,2016-03-08,Cat,Mixed Breed,8 weeks to 12 months old
8509,2016-02-13,,Dog,Mixed Breed,8 weeks to 12 months old
8510,2012-05-30,,Dog,Mixed Breed,4 years old
8511,2012-07-16,2016-09-28,Dog,Mixed Breed,8 weeks to 12 months old
8512,2018-03-05,,Cat,Mixed Breed,4 years old
8513,2011-06-11,,Cat,Ragdoll,8 weeks to 12 months old
8514,2018-05-25,2018-10-22,Dog,French Bulldog,8 weeks to 12 months old
8515,2010-10-23,2017-03-03,Dog,Mixed Breed,2 years old
8516,2018-06-22,,Dog,Golden Retriever,3 years old
8517,2019-07-21,2019-07-21,Cat,Mixed Breed,8 years old
8518,2010-10-23,2012-07-27,Dog,Mixed Breed,7 years old
8519,2014-12-16,2018-05-25,Dog,Mixed Breed,1 year old
8520,2017-01-17,,Dog,Great Dane,8 weeks to 12 months old
8521,2013-03-22,2015-08-20,Cat,Mixed Breed,9 years old
8522,2010-07-07,,Dog,Mixed Breed,2 years old
8523,2014-11-23,,Dog,Mixed Breed,8 weeks to 12 months old
8524,2016-10-07,,Dog,Mixed Breed,6 years old
8525,2019-05-03,,Cat,Mixed Breed,2 years old
8526,2010-04-23,2010-05-13,Dog,Mixed Breed,2 years old
8527,2014-07-21,,Dog,Mixed Breed,7 years old
8528,2018-03-27,,Dog,Chihuahua,2 years old
8529,2019-08-10,,Dog,Golden Retriever,4 years old
8530,2016-01-25,2018-07-10,Dog,Chihuahua,1 year old
8531,2013-11-30,2014-01-02,Dog,Mixed Breed,8 weeks to 12 months old
8532,2012-03-12,2012-10-05,Dog,Mixed Breed,8 weeks to 12 months old
8533,2014-04-07,,Dog,Mixed Breed,8 weeks to 12 months old
8534,2019-05-21,,Cat,Mixed Breed,3 years old
8535,2011-08-05,2013-08-06,Dog,Mixed Breed,8 weeks to 12 months old
8536,2015-03-28,2015-08-27,Dog,Mixed Breed,3 years old
8537,2014-07-23,2018-05-30,Dog,Mixed Breed,8 weeks to 12 months old
8538,2016-04-08,2018-05-02,Dog,Golden Retriever,10 years old
8539,2018-03-21,2019-02-20,Cat,Mixed Breed,2 years old
8540,2016-04-19,,Cat,Mixed Breed,1 year old
8541,2016-05-27,,Cat,Mixed Breed,6 years old
